,agent id,age,household id,destination,household_type,household_unique_id,household_community_id,household_building_id,household size,workplace_category,household contact
17650,17651,2,12858_26_3_1,1.0_1734,1,12858,3,3_26,5,15.00,9.675564754
17651,17652,2,9029_80_3_1,1.0_4750,1,9029,3,3_80,5,18.00,9.675564754
17652,17653,2,10055_48_3_1,1.0_7630,1,10055,3,3_48,4,9.00,9.167427867
17653,17654,2,12097_24_3_1,15.0_4565,1,12097,3,3_24,2,15.00,5.471835831
17654,17655,2,11410_21_3_1,5.0_222,1,11410,3,3_21,4,1.00,9.167427867
17655,17656,1,545581_26_900_2,school_202,2,545581,900,900_26,4,21.00,9.167427867
17656,17657,2,13098_68_3_1,17.0_1405,1,13098,3,3_68,5,18.00,9.675564754
17657,17658,2,11846_15_3_1,9.0_20778,1,11846,3,3_15,3,9.00,9.489592999
17658,17659,2,8058_106_3_1,18.0_18185,1,8058,3,3_106,1,0.00,4.905552515
17659,17660,2,12582_85_3_1,15.0_1981,1,12582,3,3_85,5,10.00,9.675564754
17660,17661,4,13616_55_3_1,14.0_776,1,13616,3,3_55,4,20.00,9.167427867
17661,17662,2,543729_2_900_2,7.0_186,2,543729,900,900_2,3,17.00,9.489592999
17662,17663,2,6305_71_3_1,15.0_6049,1,6305,3,3_71,2,3.00,5.471835831
17663,17664,2,8102_5_3_1,18.0_33370,1,8102,3,3_5,4,15.00,9.167427867
17664,17665,2,5940_51_3_1,15.0_1852,1,5940,3,3_51,3,15.00,9.489592999
17665,17666,2,9278_96_3_1,15.0_2558,1,9278,3,3_96,2,15.00,5.471835831
17666,17667,2,12398_14_3_1,7.0_872,1,12398,3,3_14,3,20.00,9.489592999
17667,17668,2,546130_27_900_2,15.0_588,2,546130,900,900_27,3,15.00,9.489592999
17668,17669,2,544504_30_900_2,15.0_7376,2,544504,900,900_30,3,15.00,9.489592999
17669,17670,1,6865_14_3_1,school_149,1,6865,3,3_14,3,21.00,9.489592999
17670,17671,2,545634_19_900_2,15.0_4770,2,545634,900,900_19,3,1.00,9.489592999
17671,17672,2,545270_23_900_2,8.0_12141,2,545270,900,900_23,3,20.00,9.489592999
17672,17673,1,545885_20_900_2,school_234,2,545885,900,900_20,4,21.00,9.167427867
17673,17674,2,546512_20_900_2,20.0_9045,2,546512,900,900_20,4,1.00,9.167427867
17674,17675,2,8048_2_3_1,8.0_24861,1,8048,3,3_2,3,1.00,9.489592999
17675,17676,1,6376_53_3_1,school_130,1,6376,3,3_53,4,21.00,9.167427867
17676,17677,2,545782_23_900_2,20.0_7352,2,545782,900,900_23,4,15.00,9.167427867
17677,17678,1,13691_42_3_1,school_175,1,13691,3,3_42,3,21.00,9.489592999
17678,17679,2,545168_17_900_2,9.0_12400,2,545168,900,900_17,5,17.00,9.675564754
17679,17680,2,7625_36_3_1,9.0_8604,1,7625,3,3_36,4,0.00,9.167427867
17680,17681,1,10513_69_3_1,school_142,1,10513,3,3_69,2,21.00,5.471835831
17681,17682,2,9499_13_3_1,20.0_1514,1,9499,3,3_13,3,20.00,9.489592999
17682,17683,2,542891_8_900_2,15.0_5488,2,542891,900,900_8,4,15.00,9.167427867
17683,17684,2,12310_98_3_1,15.0_1572,1,12310,3,3_98,3,18.00,9.489592999
17684,17685,2,6128_23_3_1,15.0_7356,1,6128,3,3_23,3,15.00,9.489592999
17685,17686,2,9434_14_3_1,9.0_16518,1,9434,3,3_14,4,1.00,9.167427867
17686,17687,2,10010_50_3_1,20.0_8386,1,10010,3,3_50,5,15.00,9.675564754
17687,17688,2,546648_5_900_2,1.0_6407,2,546648,900,900_5,4,18.00,9.167427867
17688,17689,2,7401_28_3_1,20.0_8990,1,7401,3,3_28,3,20.00,9.489592999
17689,17690,2,9871_75_3_1,15.0_4649,1,9871,3,3_75,4,3.00,9.167427867
17690,17691,1,8545_53_3_1,school_227,1,8545,3,3_53,2,21.00,5.471835831
17691,17692,2,9987_55_3_1,20.0_7173,1,9987,3,3_55,4,15.00,9.167427867
17692,17693,4,7281_109_3_1,8.0_25961,1,7281,3,3_109,2,8.00,5.471835831
17693,17694,2,543627_20_900_2,20.0_8927,2,543627,900,900_20,2,15.00,5.471835831
17694,17695,2,542086_29_900_2,13.0_113,2,542086,900,900_29,4,15.00,9.167427867
17695,17696,2,13231_41_3_1,11.0_107,1,13231,3,3_41,3,16.00,9.489592999
17696,17697,2,544397_27_900_2,16.0_7750,2,544397,900,900_27,3,0.00,9.489592999
17697,17698,1,543075_12_900_2,school_186,2,543075,900,900_12,2,21.00,5.471835831
17698,17699,2,12658_32_3_1,8.0_20390,1,12658,3,3_32,2,8.00,5.471835831
17699,17700,1,6183_103_3_1,school_273,1,6183,3,3_103,3,21.00,9.489592999
17700,17701,2,542133_30_900_2,20.0_7598,2,542133,900,900_30,5,18.00,9.675564754
17701,17702,2,9825_49_3_1,15.0_5523,1,9825,3,3_49,1,15.00,4.905552515
17702,17703,2,541457_6_900_2,15.0_4295,2,541457,900,900_6,2,16.00,5.471835831
17703,17704,2,13010_19_3_1,15.0_3176,1,13010,3,3_19,3,15.00,9.489592999
17704,17705,2,10070_88_3_1,15.0_4591,1,10070,3,3_88,5,17.00,9.675564754
17705,17706,2,11758_64_3_1,16.0_4810,1,11758,3,3_64,1,15.00,4.905552515
17706,17707,2,543654_25_900_2,17.0_1541,2,543654,900,900_25,3,18.00,9.489592999
17707,17708,2,544484_20_900_2,20.0_1193,2,544484,900,900_20,3,18.00,9.489592999
17708,17709,2,542980_5_900_2,20.0_1010,2,542980,900,900_5,2,15.00,5.471835831
17709,17710,2,545923_30_900_2,15.0_5017,2,545923,900,900_30,2,7.00,5.471835831
17710,17711,1,9417_2_3_1,school_74,1,9417,3,3_2,3,21.00,9.489592999
17711,17712,2,543180_23_900_2,20.0_7066,2,543180,900,900_23,1,20.00,4.905552515
17712,17713,2,7329_30_3_1,15.0_7201,1,7329,3,3_30,2,4.00,5.471835831
17713,17714,2,7489_69_3_1,8.0_5012,1,7489,3,3_69,1,0.00,4.905552515
17714,17715,2,10940_28_3_1,20.0_2360,1,10940,3,3_28,2,11.00,5.471835831
17715,17716,2,12058_62_3_1,8.0_31602,1,12058,3,3_62,5,20.00,9.675564754
17716,17717,1,543818_4_900_2,school_224,2,543818,900,900_4,3,21.00,9.489592999
17717,17718,2,542941_1_900_2,16.0_392,2,542941,900,900_1,4,14.00,9.167427867
17718,17719,1,8195_18_3_1,school_90,1,8195,3,3_18,3,21.00,9.489592999
17719,17720,2,544388_16_900_2,20.0_5881,2,544388,900,900_16,3,15.00,9.489592999
17720,17721,2,546046_12_900_2,8.0_12307,2,546046,900,900_12,2,15.00,5.471835831
17721,17722,2,8990_14_3_1,10.0_884,1,8990,3,3_14,4,17.00,9.167427867
17722,17723,2,6734_15_3_1,16.0_11506,1,6734,3,3_15,3,8.00,9.489592999
17723,17724,2,544227_7_900_2,18.0_11013,2,544227,900,900_7,4,20.00,9.167427867
17724,17725,2,6148_55_3_1,15.0_6773,1,6148,3,3_55,2,15.00,5.471835831
17725,17726,1,541860_30_900_2,school_220,2,541860,900,900_30,2,21.00,5.471835831
17726,17727,2,543261_10_900_2,15.0_6765,2,543261,900,900_10,4,20.00,9.167427867
17727,17728,2,541836_10_900_2,18.0_32616,2,541836,900,900_10,2,18.00,5.471835831
17728,17729,2,8124_19_3_1,15.0_167,1,8124,3,3_19,3,0.00,9.489592999
17729,17730,2,543895_20_900_2,20.0_2612,2,543895,900,900_20,4,0.00,9.167427867
17730,17731,2,542962_5_900_2,15.0_5533,2,542962,900,900_5,3,18.00,9.489592999
17731,17732,1,542952_30_900_2,school_163,2,542952,900,900_30,2,21.00,5.471835831
17732,17733,1,10499_90_3_1,school_155,1,10499,3,3_90,5,21.00,9.675564754
17733,17734,2,11568_25_3_1,20.0_3540,1,11568,3,3_25,1,18.00,4.905552515
17734,17735,2,11400_43_3_1,15.0_6637,1,11400,3,3_43,4,15.00,9.167427867
17735,17736,2,7356_65_3_1,17.0_1038,1,7356,3,3_65,1,17.00,4.905552515
17736,17737,2,10928_79_3_1,15.0_6652,1,10928,3,3_79,3,6.00,9.489592999
17737,17738,2,541766_30_900_2,9.0_25553,2,541766,900,900_30,3,15.00,9.489592999
17738,17739,2,7062_16_3_1,1.0_3748,1,7062,3,3_16,2,8.00,5.471835831
17739,17740,2,544347_1_900_2,4.0_129,2,544347,900,900_1,2,14.00,5.471835831
17740,17741,1,11320_60_3_1,school_216,1,11320,3,3_60,1,21.00,4.905552515
17741,17742,2,7063_84_3_1,20.0_612,1,7063,3,3_84,1,15.00,4.905552515
17742,17743,2,545642_12_900_2,20.0_5395,2,545642,900,900_12,3,15.00,9.489592999
17743,17744,2,12067_37_3_1,20.0_3955,1,12067,3,3_37,5,18.00,9.675564754
17744,17745,2,13044_92_3_1,20.0_5818,1,13044,3,3_92,5,15.00,9.675564754
17745,17746,2,5920_18_3_1,17.0_3897,1,5920,3,3_18,1,20.00,4.905552515
17746,17747,2,7050_45_3_1,20.0_3804,1,7050,3,3_45,4,15.00,9.167427867
17747,17748,2,11394_43_3_1,15.0_1218,1,11394,3,3_43,3,18.00,9.489592999
17748,17749,2,545254_21_900_2,12.0_28,2,545254,900,900_21,4,15.00,9.167427867
17749,17750,2,544332_12_900_2,15.0_5798,2,544332,900,900_12,2,20.00,5.471835831
17750,17751,2,546300_26_900_2,11.0_25,2,546300,900,900_26,2,0.00,5.471835831
17751,17752,2,546713_29_900_2,15.0_3839,2,546713,900,900_29,3,15.00,9.489592999
17752,17753,2,13426_77_3_1,15.0_2088,1,13426,3,3_77,2,3.00,5.471835831
17753,17754,2,545869_28_900_2,1.0_5118,2,545869,900,900_28,5,20.00,9.675564754
17754,17755,2,541443_22_900_2,9.0_22086,2,541443,900,900_22,4,20.00,9.167427867
17755,17756,2,9964_30_3_1,9.0_20419,1,9964,3,3_30,1,4.00,4.905552515
17756,17757,2,543639_25_900_2,8.0_27034,2,543639,900,900_25,5,15.00,9.675564754
17757,17758,2,10413_38_3_1,15.0_3631,1,10413,3,3_38,2,17.00,5.471835831
17758,17759,2,7919_39_3_1,15.0_1651,1,7919,3,3_39,2,14.00,5.471835831
17759,17760,1,543377_8_900_2,school_112,2,543377,900,900_8,4,21.00,9.167427867
17760,17761,3,545480_30_900_2,15.0_2546,2,545480,900,900_30,5,15.00,9.675564754
17761,17762,3,10945_17_3_1,15.0_5441,1,10945,3,3_17,2,15.00,5.471835831
17762,17763,2,10776_24_3_1,20.0_1324,1,10776,3,3_24,3,15.00,9.489592999
17763,17764,2,542643_28_900_2,20.0_8713,2,542643,900,900_28,2,18.00,5.471835831
17764,17765,2,546577_24_900_2,15.0_7416,2,546577,900,900_24,3,10.00,9.489592999
17765,17766,1,6755_34_3_1,school_12,1,6755,3,3_34,2,21.00,5.471835831
17766,17767,2,541845_23_900_2,8.0_2590,2,541845,900,900_23,4,15.00,9.167427867
17767,17768,2,10183_24_3_1,17.0_3806,1,10183,3,3_24,2,15.00,5.471835831
17768,17769,1,5911_77_3_1,school_242,1,5911,3,3_77,3,21.00,9.489592999
17769,17770,2,546271_26_900_2,15.0_6495,2,546271,900,900_26,2,15.00,5.471835831
17770,17771,2,543967_27_900_2,16.0_2285,2,543967,900,900_27,4,15.00,9.167427867
17771,17772,2,7842_68_3_1,15.0_2853,1,7842,3,3_68,3,9.00,9.489592999
17772,17773,1,11879_109_3_1,school_30,1,11879,3,3_109,3,21.00,9.489592999
17773,17774,2,541636_11_900_2,20.0_3739,2,541636,900,900_11,2,20.00,5.471835831
17774,17775,2,545410_13_900_2,14.0_564,2,545410,900,900_13,3,15.00,9.489592999
17775,17776,2,546181_26_900_2,8.0_28705,2,546181,900,900_26,2,16.00,5.471835831
17776,17777,2,12070_31_3_1,20.0_2618,1,12070,3,3_31,2,19.00,5.471835831
17777,17778,2,9380_6_3_1,15.0_1405,1,9380,3,3_6,2,15.00,5.471835831
17778,17779,2,7631_101_3_1,18.0_21310,1,7631,3,3_101,2,7.00,5.471835831
17779,17780,1,9932_19_3_1,school_12,1,9932,3,3_19,4,21.00,9.167427867
17780,17781,2,544308_12_900_2,15.0_4950,2,544308,900,900_12,3,9.00,9.489592999
17781,17782,2,9255_35_3_1,9.0_5135,1,9255,3,3_35,1,0.00,4.905552515
17782,17783,2,546336_18_900_2,15.0_93,2,546336,900,900_18,3,20.00,9.489592999
17783,17784,1,545888_24_900_2,school_60,2,545888,900,900_24,2,21.00,5.471835831
17784,17785,2,12217_87_3_1,15.0_627,1,12217,3,3_87,4,3.00,9.167427867
17785,17786,2,7102_38_3_1,20.0_4081,1,7102,3,3_38,2,17.00,5.471835831
17786,17787,2,544421_10_900_2,15.0_1905,2,544421,900,900_10,3,0.00,9.489592999
17787,17788,2,541772_7_900_2,8.0_19150,2,541772,900,900_7,2,8.00,5.471835831
17788,17789,2,7470_5_3_1,17.0_168,1,7470,3,3_5,2,3.00,5.471835831
17789,17790,2,546434_29_900_2,1.0_3339,2,546434,900,900_29,2,0.00,5.471835831
17790,17791,1,544347_1_900_2,school_5,2,544347,900,900_1,2,21.00,5.471835831
17791,17792,2,8212_18_3_1,15.0_2283,1,8212,3,3_18,5,15.00,9.675564754
17792,17793,2,541746_27_900_2,16.0_16,2,541746,900,900_27,2,7.00,5.471835831
17793,17794,2,545245_11_900_2,18.0_14731,2,545245,900,900_11,5,15.00,9.675564754
17794,17795,1,12554_10_3_1,school_225,1,12554,3,3_10,5,21.00,9.675564754
17795,17796,2,542651_2_900_2,18.0_26393,2,542651,900,900_2,3,15.00,9.489592999
17796,17797,2,542609_14_900_2,15.0_5470,2,542609,900,900_14,3,15.00,9.489592999
17797,17798,2,543295_20_900_2,15.0_5737,2,543295,900,900_20,1,15.00,4.905552515
17798,17799,2,8779_50_3_1,17.0_1969,1,8779,3,3_50,2,15.00,5.471835831
17799,17800,1,7186_4_3_1,school_99,1,7186,3,3_4,5,21.00,9.675564754
17800,17801,2,12840_42_3_1,15.0_3481,1,12840,3,3_42,5,15.00,9.675564754
17801,17802,2,11027_43_3_1,15.0_3137,1,11027,3,3_43,5,15.00,9.675564754
17802,17803,2,544376_2_900_2,1.0_9402,2,544376,900,900_2,5,17.00,9.675564754
17803,17804,1,12939_44_3_1,school_133,1,12939,3,3_44,5,21.00,9.675564754
17804,17805,2,546592_16_900_2,16.0_6332,2,546592,900,900_16,4,4.00,9.167427867
17805,17806,2,11030_24_3_1,17.0_3013,1,11030,3,3_24,2,0.00,5.471835831
17806,17807,2,6339_66_3_1,20.0_6239,1,6339,3,3_66,2,20.00,5.471835831
17807,17808,1,13398_101_3_1,school_139,1,13398,3,3_101,5,21.00,9.675564754
17808,17809,1,544549_24_900_2,school_44,2,544549,900,900_24,3,21.00,9.489592999
17809,17810,2,11124_72_3_1,15.0_2907,1,11124,3,3_72,4,20.00,9.167427867
17810,17811,3,544127_12_900_2,18.0_7536,2,544127,900,900_12,5,20.00,9.675564754
17811,17812,2,11393_17_3_1,14.0_301,1,11393,3,3_17,4,7.00,9.167427867
17812,17813,2,13228_31_3_1,20.0_5446,1,13228,3,3_31,3,14.00,9.489592999
17813,17814,1,8630_104_3_1,school_244,1,8630,3,3_104,4,21.00,9.167427867
17814,17815,2,13584_59_3_1,17.0_2126,1,13584,3,3_59,4,0.00,9.167427867
17815,17816,2,544401_2_900_2,20.0_9174,2,544401,900,900_2,3,8.00,9.489592999
17816,17817,2,12730_91_3_1,16.0_10600,1,12730,3,3_91,3,17.00,9.489592999
17817,17818,1,7232_14_3_1,school_252,1,7232,3,3_14,2,21.00,5.471835831
17818,17819,2,8254_24_3_1,15.0_1709,1,8254,3,3_24,3,20.00,9.489592999
17819,17820,4,8861_95_3_1,17.0_3655,1,8861,3,3_95,1,1.00,4.905552515
17820,17821,2,542547_24_900_2,19.0_1621,2,542547,900,900_24,4,10.00,9.167427867
17821,17822,2,6970_84_3_1,15.0_5969,1,6970,3,3_84,4,0.00,9.167427867
17822,17823,1,546063_9_900_2,school_3,2,546063,900,900_9,4,21.00,9.167427867
17823,17824,2,11134_43_3_1,20.0_5455,1,11134,3,3_43,4,18.00,9.167427867
17824,17825,2,9045_38_3_1,20.0_5449,1,9045,3,3_38,4,0.00,9.167427867
17825,17826,2,543614_11_900_2,20.0_1825,2,543614,900,900_11,2,20.00,5.471835831
17826,17827,1,546611_28_900_2,school_108,2,546611,900,900_28,2,21.00,5.471835831
17827,17828,2,8251_77_3_1,18.0_5279,1,8251,3,3_77,5,8.00,9.675564754
17828,17829,2,6094_88_3_1,16.0_396,1,6094,3,3_88,3,19.00,9.489592999
17829,17830,2,5958_38_3_1,19.0_396,1,5958,3,3_38,1,12.00,4.905552515
17830,17831,3,9708_19_3_1,15.0_3831,1,9708,3,3_19,2,20.00,5.471835831
17831,17832,1,543439_23_900_2,school_121,2,543439,900,900_23,5,21.00,9.675564754
17832,17833,2,7621_109_3_1,15.0_7045,1,7621,3,3_109,3,15.00,9.489592999
17833,17834,1,545630_24_900_2,school_102,2,545630,900,900_24,5,21.00,9.675564754
17834,17835,2,11223_104_3_1,17.0_813,1,11223,3,3_104,3,3.00,9.489592999
17835,17836,1,8165_105_3_1,school_56,1,8165,3,3_105,2,21.00,5.471835831
17836,17837,2,12638_85_3_1,15.0_6291,1,12638,3,3_85,2,17.00,5.471835831
17837,17838,4,7378_31_3_1,15.0_3909,1,7378,3,3_31,3,18.00,9.489592999
17838,17839,2,11395_18_3_1,10.0_567,1,11395,3,3_18,1,7.00,4.905552515
17839,17840,2,12819_57_3_1,12.0_82,1,12819,3,3_57,3,18.00,9.489592999
17840,17841,1,544980_27_900_2,school_182,2,544980,900,900_27,4,21.00,9.167427867
17841,17842,2,9876_42_3_1,16.0_10027,1,9876,3,3_42,3,17.00,9.489592999
17842,17843,1,8152_64_3_1,school_25,1,8152,3,3_64,2,21.00,5.471835831
17843,17844,2,9867_27_3_1,15.0_7226,1,9867,3,3_27,3,19.00,9.489592999
17844,17845,2,541839_20_900_2,20.0_9869,2,541839,900,900_20,1,9.00,4.905552515
17845,17846,2,8594_108_3_1,20.0_1801,1,8594,3,3_108,2,15.00,5.471835831
17846,17847,2,12562_10_3_1,18.0_22257,1,12562,3,3_10,3,15.00,9.489592999
17847,17848,1,9974_72_3_1,school_173,1,9974,3,3_72,2,21.00,5.471835831
17848,17849,2,12121_55_3_1,15.0_12,1,12121,3,3_55,4,15.00,9.167427867
17849,17850,2,542181_29_900_2,15.0_5849,2,542181,900,900_29,3,15.00,9.489592999
17850,17851,2,8217_86_3_1,16.0_7417,1,8217,3,3_86,5,9.00,9.675564754
17851,17852,1,6972_78_3_1,school_160,1,6972,3,3_78,4,21.00,9.167427867
17852,17853,2,11687_60_3_1,9.0_21646,1,11687,3,3_60,1,1.00,4.905552515
17853,17854,2,9588_92_3_1,9.0_5675,1,9588,3,3_92,5,14.00,9.675564754
17854,17855,2,7990_9_3_1,15.0_4833,1,7990,3,3_9,2,18.00,5.471835831
17855,17856,2,8830_18_3_1,1.0_7644,1,8830,3,3_18,1,7.00,4.905552515
17856,17857,2,13754_21_3_1,15.0_6559,1,13754,3,3_21,3,20.00,9.489592999
17857,17858,2,13102_88_3_1,13.0_156,1,13102,3,3_88,2,0.00,5.471835831
17858,17859,2,11877_19_3_1,20.0_860,1,11877,3,3_19,4,18.00,9.167427867
17859,17860,3,8226_28_3_1,15.0_6003,1,8226,3,3_28,1,20.00,4.905552515
17860,17861,2,8228_36_3_1,20.0_9724,1,8228,3,3_36,2,16.00,5.471835831
17861,17862,2,11098_2_3_1,15.0_3761,1,11098,3,3_2,5,15.00,9.675564754
17862,17863,2,542863_5_900_2,15.0_1651,2,542863,900,900_5,2,20.00,5.471835831
17863,17864,2,13098_68_3_1,20.0_2641,1,13098,3,3_68,5,8.00,9.675564754
17864,17865,3,545792_7_900_2,20.0_8897,2,545792,900,900_7,2,15.00,5.471835831
17865,17866,2,9817_65_3_1,3.0_782,1,9817,3,3_65,2,15.00,5.471835831
17866,17867,2,8080_95_3_1,20.0_6996,1,8080,3,3_95,4,15.00,9.167427867
17867,17868,2,544563_26_900_2,15.0_2104,2,544563,900,900_26,1,0.00,4.905552515
17868,17869,2,9038_78_3_1,17.0_712,1,9038,3,3_78,3,15.00,9.489592999
17869,17870,1,545379_2_900_2,school_119,2,545379,900,900_2,4,21.00,9.167427867
17870,17871,2,541900_1_900_2,15.0_2407,2,541900,900,900_1,2,19.00,5.471835831
17871,17872,2,11082_32_3_1,15.0_1873,1,11082,3,3_32,5,8.00,9.675564754
17872,17873,2,11253_101_3_1,18.0_9416,1,11253,3,3_101,5,8.00,9.675564754
17873,17874,2,9553_27_3_1,20.0_438,1,9553,3,3_27,5,15.00,9.675564754
17874,17875,2,13772_48_3_1,15.0_3483,1,13772,3,3_48,4,17.00,9.167427867
17875,17876,2,6387_95_3_1,9.0_6822,1,6387,3,3_95,1,20.00,4.905552515
17876,17877,2,9698_75_3_1,20.0_1950,1,9698,3,3_75,5,15.00,9.675564754
17877,17878,1,542492_30_900_2,school_7,2,542492,900,900_30,5,21.00,9.675564754
17878,17879,2,545698_16_900_2,20.0_4339,2,545698,900,900_16,4,18.00,9.167427867
17879,17880,2,13462_65_3_1,15.0_1933,1,13462,3,3_65,3,11.00,9.489592999
17880,17881,2,7656_35_3_1,17.0_268,1,7656,3,3_35,4,8.00,9.167427867
17881,17882,2,9584_106_3_1,14.0_1585,1,9584,3,3_106,1,15.00,4.905552515
17882,17883,2,542418_22_900_2,16.0_7751,2,542418,900,900_22,5,20.00,9.675564754
17883,17884,2,6129_65_3_1,18.0_7203,1,6129,3,3_65,3,18.00,9.489592999
17884,17885,2,545636_1_900_2,1.0_4301,2,545636,900,900_1,3,15.00,9.489592999
17885,17886,2,10881_97_3_1,20.0_8353,1,10881,3,3_97,4,10.00,9.167427867
17886,17887,2,543420_25_900_2,17.0_491,2,543420,900,900_25,3,18.00,9.489592999
17887,17888,2,7876_20_3_1,20.0_4178,1,7876,3,3_20,2,0.00,5.471835831
17888,17889,2,13739_98_3_1,15.0_6472,1,13739,3,3_98,2,16.00,5.471835831
17889,17890,2,13799_94_3_1,6.0_2077,1,13799,3,3_94,3,20.00,9.489592999
17890,17891,2,8386_83_3_1,15.0_7383,1,8386,3,3_83,5,0.00,9.675564754
17891,17892,2,6256_46_3_1,17.0_1895,1,6256,3,3_46,2,15.00,5.471835831
17892,17893,2,7481_66_3_1,15.0_4042,1,7481,3,3_66,3,18.00,9.489592999
17893,17894,2,543928_6_900_2,15.0_775,2,543928,900,900_6,1,16.00,4.905552515
17894,17895,2,7440_51_3_1,15.0_1772,1,7440,3,3_51,3,0.00,9.489592999
17895,17896,2,544693_30_900_2,20.0_4122,2,544693,900,900_30,4,15.00,9.167427867
17896,17897,1,6434_8_3_1,school_127,1,6434,3,3_8,4,21.00,9.167427867
17897,17898,2,543752_8_900_2,1.0_10282,2,543752,900,900_8,4,16.00,9.167427867
17898,17899,2,9492_20_3_1,15.0_5941,1,9492,3,3_20,2,15.00,5.471835831
17899,17900,2,11117_46_3_1,9.0_8522,1,11117,3,3_46,3,0.00,9.489592999
17900,17901,2,545590_2_900_2,16.0_958,2,545590,900,900_2,3,9.00,9.489592999
17901,17902,2,6847_107_3_1,15.0_2329,1,6847,3,3_107,3,19.00,9.489592999
17902,17903,2,546612_26_900_2,17.0_1224,2,546612,900,900_26,4,18.00,9.167427867
17903,17904,2,542178_19_900_2,15.0_124,2,542178,900,900_19,4,1.00,9.167427867
17904,17905,2,13659_101_3_1,15.0_4636,1,13659,3,3_101,3,15.00,9.489592999
17905,17906,2,545398_19_900_2,9.0_9907,2,545398,900,900_19,5,15.00,9.675564754
17906,17907,1,10107_88_3_1,school_240,1,10107,3,3_88,3,21.00,9.489592999
17907,17908,1,13800_10_3_1,school_1,1,13800,3,3_10,2,21.00,5.471835831
17908,17909,2,544218_10_900_2,15.0_251,2,544218,900,900_10,3,20.00,9.489592999
17909,17910,2,5912_26_3_1,17.0_393,1,5912,3,3_26,3,15.00,9.489592999
17910,17911,2,11624_73_3_1,20.0_1238,1,11624,3,3_73,1,0.00,4.905552515
17911,17912,2,6180_103_3_1,17.0_3642,1,6180,3,3_103,2,17.00,5.471835831
17912,17913,2,546184_28_900_2,15.0_7430,2,546184,900,900_28,1,18.00,4.905552515
17913,17914,2,5867_74_3_1,15.0_5515,1,5867,3,3_74,4,18.00,9.167427867
17914,17915,2,6951_87_3_1,15.0_6592,1,6951,3,3_87,3,1.00,9.489592999
17915,17916,2,13561_42_3_1,19.0_1725,1,13561,3,3_42,4,20.00,9.167427867
17916,17917,2,541478_4_900_2,16.0_1043,2,541478,900,900_4,4,18.00,9.167427867
17917,17918,2,8955_82_3_1,15.0_1694,1,8955,3,3_82,3,20.00,9.489592999
17918,17919,2,545536_16_900_2,15.0_6563,2,545536,900,900_16,4,15.00,9.167427867
17919,17920,2,8289_52_3_1,15.0_6639,1,8289,3,3_52,2,15.00,5.471835831
17920,17921,2,542097_21_900_2,16.0_3164,2,542097,900,900_21,5,0.00,9.675564754
17921,17922,2,545601_20_900_2,15.0_7205,2,545601,900,900_20,3,15.00,9.489592999
17922,17923,2,10341_33_3_1,18.0_3264,1,10341,3,3_33,3,15.00,9.489592999
17923,17924,2,10476_87_3_1,20.0_1859,1,10476,3,3_87,4,18.00,9.167427867
17924,17925,1,541507_16_900_2,school_126,2,541507,900,900_16,2,21.00,5.471835831
17925,17926,2,12741_107_3_1,10.0_1275,1,12741,3,3_107,4,16.00,9.167427867
17926,17927,1,11914_106_3_1,school_264,1,11914,3,3_106,1,21.00,4.905552515
17927,17928,2,546653_27_900_2,5.0_431,2,546653,900,900_27,3,15.00,9.489592999
17928,17929,2,12934_93_3_1,9.0_7006,1,12934,3,3_93,5,0.00,9.675564754
17929,17930,2,13277_97_3_1,16.0_10768,1,13277,3,3_97,3,15.00,9.489592999
17930,17931,2,9925_72_3_1,16.0_3470,1,9925,3,3_72,4,15.00,9.167427867
17931,17932,2,544533_12_900_2,18.0_14024,2,544533,900,900_12,4,7.00,9.167427867
17932,17933,2,544772_9_900_2,1.0_4495,2,544772,900,900_9,3,15.00,9.489592999
17933,17934,2,9201_108_3_1,4.0_1481,1,9201,3,3_108,1,15.00,4.905552515
17934,17935,2,11736_31_3_1,20.0_3107,1,11736,3,3_31,2,15.00,5.471835831
17935,17936,2,9992_107_3_1,17.0_2455,1,9992,3,3_107,4,0.00,9.167427867
17936,17937,2,11409_94_3_1,8.0_10254,1,11409,3,3_94,1,0.00,4.905552515
17937,17938,2,541674_29_900_2,15.0_5131,2,541674,900,900_29,4,15.00,9.167427867
17938,17939,2,12565_69_3_1,17.0_1420,1,12565,3,3_69,2,8.00,5.471835831
17939,17940,2,11512_86_3_1,17.0_133,1,11512,3,3_86,3,8.00,9.489592999
17940,17941,2,7599_1_3_1,15.0_7034,1,7599,3,3_1,3,4.00,9.489592999
17941,17942,2,543520_15_900_2,17.0_1033,2,543520,900,900_15,3,16.00,9.489592999
17942,17943,2,10465_67_3_1,15.0_1295,1,10465,3,3_67,4,15.00,9.167427867
17943,17944,4,6921_58_3_1,1.0_6901,1,6921,3,3_58,4,9.00,9.167427867
17944,17945,2,12621_37_3_1,15.0_3583,1,12621,3,3_37,3,15.00,9.489592999
17945,17946,3,542405_18_900_2,20.0_526,2,542405,900,900_18,2,20.00,5.471835831
17946,17947,2,546464_21_900_2,17.0_635,2,546464,900,900_21,2,15.00,5.471835831
17947,17948,2,9454_34_3_1,20.0_5694,1,9454,3,3_34,2,20.00,5.471835831
17948,17949,2,544530_17_900_2,15.0_1393,2,544530,900,900_17,2,10.00,5.471835831
17949,17950,2,7585_82_3_1,12.0_53,1,7585,3,3_82,4,20.00,9.167427867
